ticker,rows,used_rows,features,auc,ap,brier,logloss,best_f1_tau,best_eq_tau,chosen_tau
AAPL,2686,2686,16,0.5214842239444841,0.5499732888657342,0.25037234088911753,0.6938680024259393,0.14999999999999997,0.4499999999999999,0.4499999999999999
