date,open,high,low,close,volume,ret1,ret5,ret10,vol10,volz,rsi14,macd,macd_signal,ticker,spy_close,vix_close,mkt_ret1,mkt_ret5,vix_chg1,ret_next,y
2015-02-06,26.73833246999737,26.78957314987504,26.38856430642336,26.495500564575195,174826400.0,-0.0084211521147424,0.0191136357967358,0.0568183720128407,0.0236772063727507,-0.8792676820139341,47.87373495118786,0.6163216197204839,0.4364951101478261,AAPL,171.19366455078125,17.290000915527344,-0.0027653980370579,0.0305841317379844,0.0261127907475595,0.006642875710527,1
2015-02-09,26.410851904296266,26.69823967958561,26.384117406729843,26.671506881713867,155559200.0,0.006642875710527,0.0131712873803666,0.0627099563631992,0.0236242369283198,-1.026489799774707,49.43963486334623,0.6337569634052826,0.4759474807993175,AAPL,170.4274139404297,18.549999237060547,-0.0044759285477194,0.0134210248144146,0.072874392991018,0.0192114291999221,1
2015-02-10,26.771757594043475,27.21286744437979,26.76953099407376,27.18390464782715,248034000.0,0.0192114291999221,0.0324616063120992,0.1224259157447062,0.019335604165848,-0.1047470191313789,53.79166017606488,0.6810698668550579,0.5169719580104656,AAPL,172.24307250976562,17.229999542236328,0.01065355935032,0.0096177393142937,-0.0711590161247568,0.0234388457356919,1
2015-02-11,27.350993020810314,27.82997549484272,27.290842523929378,27.821063995361328,294247200.0,0.0234388457356919,0.0486188928036688,0.0872679718528692,0.013279661718699,0.358696666699462,58.56748138346704,0.7612044272887495,0.5658184518661225,AAPL,172.34300231933594,16.959999084472656,0.0005801673653067,0.0140643464342231,-0.0156703694101565,0.0126521210043706,1
2015-02-12,28.08394617190155,28.40029844206424,27.97478328203196,28.173059463500977,297898000.0,0.0126521210043706,0.0543605234456927,0.0677802934683131,0.0111081170921604,0.3465779030838623,60.96756845519173,0.8433926310437947,0.6213332877016569,AAPL,174.00030517578125,15.34000015258789,0.0096163048928117,0.0135838001290613,-0.0955188101022905,0.0049025790551451,1
2015-02-13,28.35573590277332,28.35573590277332,27.99260130123777,28.311180114746094,217088800.0,0.0049025790551451,0.0685278447842756,0.0889512968481536,0.0086377308809503,-0.4794586815867371,61.90020940615073,0.9091919579478542,0.6789050217508964,AAPL,174.71664428710938,14.6899995803833,0.0041168842238779,0.0205789142114141,-0.0423729182359189,0.0059016875862178,1
2015-02-17,28.40251698371872,28.71218596659879,28.275531131618703,28.47826385498047,252609600.0,0.0059016875862178,0.067741090943209,0.0818046156998482,0.0085634306747253,-0.0805760709757261,63.05037189683873,0.9637115926868454,0.7358663359380863,AAPL,174.99148559570312,15.800000190734863,0.0015730688379185,0.0267801496821911,0.0755616502422391,0.0069625818073391,1
2015-02-18,28.433712436786827,28.68991249470724,28.39361154337585,28.67654609680176,179566800.0,0.0069625818073391,0.0549090157691498,0.0891530569341323,0.0081816851634495,-0.8252678201775918,64.42296154753959,1.0112613247480198,0.7909453337000729,AAPL,175.0081329345703,15.449999809265137,9.513227921065236e-05,0.016053246058113,-0.0221519226104166,-0.0020978706091194,0
2015-02-19,28.62306961077695,28.74560055847396,28.589653624763308,28.61638641357422,149449600.0,-0.0020978706091194,0.028587059730911,0.078595823727209,0.0087956230709311,-1.0912570073965762,63.65039103467373,1.032191979698048,0.839194662899668,AAPL,174.88314819335938,15.289999961853027,-0.0007141653311487,0.0147388976624462,-0.0103559773066249,0.0081747074696192,1
2015-02-20,28.6542674273515,28.850317001342773,28.52728324375384,28.850317001342773,195793600.0,0.0081747074696192,0.0240391903023242,0.0797064967160618,0.008795283916476,-0.6085222607565554,65.38852674677032,1.0554888989287754,0.8824535101054896,AAPL,175.93258666992188,14.300000190734863,0.0060007981752603,0.011105046581318,-0.0647481866310079,0.027027328997496,1
