ticker,tau,model,auc_va,auc_te,thr,Sharpe_strat,Sharpe_bh,MaxDD_strat,MaxDD_bh,Coverage,Trades,fee
AAPL,0.001,logreg,0.48593897970107464,0.474127606855255,0.6,0.8476500226741529,0.7388533974324405,-0.0004999999999999449,-0.2339359593938365,0.003205128205128205,2,0.0005
AAPL,0.001,xgb,0.5425124552229588,0.46107784431137727,0.58,-0.5441434849041071,0.7388533974324405,-0.1761108257897528,-0.2339359593938365,0.34615384615384615,116,0.0005
AAPL,0.001,logreg,0.48593897970107464,0.474127606855255,0.6,0.7880060282019136,0.7388533974324405,-0.0010000000000000009,-0.2339359593938365,0.003205128205128205,2,0.001
AAPL,0.001,xgb,0.5425124552229588,0.46107784431137727,0.58,-0.8162167519200012,0.7388533974324405,-0.1827440809051193,-0.2339359593938365,0.34615384615384615,116,0.001
AAPL,0.001,logreg,0.48593897970107464,0.474127606855255,0.6,0.6382918051302929,0.7388533974324405,-0.0020000000000000018,-0.2339359593938365,0.003205128205128205,2,0.002
AAPL,0.001,xgb,0.5425124552229588,0.46107784431137727,0.58,-1.3567785042270204,0.7388533974324405,-0.2536769129382671,-0.2339359593938365,0.34615384615384615,116,0.002
