tau,dead_zone,pos_rate_val,pos_rate_test,AUC_val,PR_val,Brier_val,LogLoss_val,AUC_test,PR_test,Brier_test,LogLoss_test
0.001,False,0.5192307692307693,0.5384615384615384,0.48168724279835384,0.49905963365447903,0.2519354423958381,0.6970296951206189,0.47445436507936506,0.5228910007739642,0.2535425987455673,0.7003474182595545
0.001,True,0.5209003215434084,0.5384615384615384,0.4816886237467892,0.49548476720027224,0.25202243060543644,0.6972051629635685,0.4720155423280423,0.52211591715005,0.2537235465266929,0.7007096721749285
0.002,False,0.483974358974359,0.5128205128205128,0.5024885854140102,0.4851114658849023,0.25089176018252,0.694946281623112,0.48659539473684205,0.5032506168319826,0.2525743896001432,0.6983855087116633
0.002,True,0.5241379310344828,0.5360824742268041,0.5006674294431731,0.5218188995149068,0.25079090940874743,0.6947309517968927,0.4615859449192782,0.5183061294112021,0.2536290882127232,0.7005085553236244
0.003,False,0.46153846153846156,0.47115384615384615,0.48416832010582017,0.4454660962041681,0.2526851416633713,0.6985606397642944,0.48196248196248204,0.4588904582906387,0.2524260404326019,0.6980575520379645
0.003,True,0.5370370370370371,0.5296296296296297,0.49555862068965517,0.5282604998556677,0.25188141381417933,0.6969356174787097,0.47860800616706123,0.5186167400532566,0.25305052755580504,0.699392201871004
0.004,False,0.42948717948717946,0.4326923076923077,0.4625188663424451,0.39678210802136626,0.2562754768029932,0.7058848698000347,0.4667922159447583,0.4167959843155289,0.2549331611373095,0.7031465611685588
0.004,True,0.5338645418326693,0.5219123505976095,0.477803291236127,0.5156840226088999,0.25271017412160596,0.6985969762797146,0.46749363867684474,0.5081835876668677,0.25363301303197155,0.7005636066694764
