date,open,high,low,close,volume,ret1,ret5,ret10,vol10,volz,rsi14,macd,macd_signal,ticker,spy_close,vix_close,mkt_ret1,mkt_ret5,vix_chg1
2015-02-06,26.73833824448596,26.789578935429713,26.38857000537499,26.495506286621094,174826400.0,-0.008420867190140013,0.01911370635582421,0.056818278644524156,0.02367714622064261,-0.8792676820139341,47.87362779997082,0.6163223552028363,0.436495586790183,AAPL,171.1936492919922,17.290000915527344,-0.002765486922312488,0.030584418548917025,0.026112790747559567
2015-02-09,26.410851904296266,26.698239679585615,26.384117406729843,26.671506881713867,155559200.0,0.006642658313030347,0.013171213971546303,0.06270971407448567,0.023624174919869113,-1.026489799774707,49.439484526436765,0.6337575291154103,0.4759479752552285,AAPL,170.42745971679688,18.549999237060547,-0.00447557241967822,0.013421572872384546,0.07287439299101806
2015-02-10,26.77175571561299,27.212865534998993,26.7695291157995,27.183902740478516,248034000.0,0.019211357687328512,0.03246130948823511,0.12242592538631114,0.019335460829137466,-0.10474701913137897,53.79151941366918,0.6810701409527518,0.5169724083947331,AAPL,172.24301147460938,17.229999542236328,0.010652929761609142,0.009617020347935101,-0.07115901612475684
2015-02-11,27.350991145688674,27.829973586883128,27.290840652931514,27.821062088012695,294247200.0,0.023438847380270023,0.04861874552658807,0.08726797835787758,0.013279451113539375,0.358696666699462,58.56736779779074,0.7612044697915437,0.5658188206740953,AAPL,172.3429718017578,16.959999084472656,0.0005803447483450075,0.014064257914399692,-0.015670369410156537
2015-02-12,28.08394046795487,28.40029267386532,27.974777600256637,28.173053741455078,297898000.0,0.012651984756327783,0.054360384563166386,0.06778053973730103,0.011107939244359547,0.3465779030838623,60.96744292401489,0.8433921873068968,0.6213334940006556,AAPL,174.0003662109375,15.34000015258789,0.00961683781968281,0.013584155670079312,-0.09551881010229057
2015-02-13,28.355735902773322,28.355735902773322,27.992601301237766,28.311180114746094,217088800.0,0.004902783154378865,0.06852761402192287,0.08895113706942737,0.008637642463369956,-0.47945868158673716,61.90012742800481,0.9091915947702667,0.6789051141545779,AAPL,174.71658325195312,14.6899995803833,0.004116181227730165,0.02057864865040715,-0.04237291823591893
2015-02-17,28.402522690545037,28.712191735645902,28.275536812930167,28.478269577026367,252609600.0,0.00590188969880634,0.06774130548098967,0.0818047546817382,0.008563339548442872,-0.0805760709757261,63.05033288521465,0.9637117532238051,0.7358664419684233,AAPL,174.991455078125,15.800000190734863,0.0015732440564928396,0.026779694826832623,0.07556165024223915
2015-02-18,28.43371432798399,28.6899144029449,28.393613431905806,28.67654800415039,179566800.0,0.006962446457209559,0.05490915995109247,0.08915289267423909,0.008181606449292922,-0.8252678201775918,64.42289982595162,1.0112615894668266,0.7909454714681041,AAPL,175.00811767578125,15.449999809265137,9.521949313939793e-05,0.016053517512839566,-0.022151922610416652
2015-02-19,28.623075334159196,28.745606306357125,28.589659341463797,28.616392135620117,149449600.0,-0.002097737444603398,0.028587335921661516,0.07859596185870799,0.008795533418244723,-1.0912570073965762,63.65037720417729,1.03219262733041,0.8391949026405653,AAPL,174.8831787109375,15.289999961853027,-0.0007139038263083153,0.01473925442170998,-0.010355977306624964
2015-02-20,28.65425984980179,28.850309371948242,28.527275699784784,28.850309371948242,195793600.0,0.008174239268861516,0.024039127483600486,0.07970628826133819,0.008795190804358604,-0.6085222607565554,65.38842305404472,1.0554887741120353,0.8824536769348594,AAPL,175.93260192871094,14.300000190734863,0.0060007098767802525,0.011104779603917647,-0.0647481866310079
