open,high,low,close,volume,ret1,ret5,ret10,vol10,volz,rsi14,macd,macd_signal,ret_next
28.65425984980179,28.85030937194824,28.527275699784784,28.85030937194824,195793600,0.0081739704803665,0.0240390581549605,0.0797062111903659,0.0092709097144155,-0.593114132983236,78.73722801930744,1.0554895031723284,0.9089304033084414,0.0270271378091218
28.966160250374266,29.630050659179688,28.885958473516727,29.630050659179688,283896400,0.0270271378091218,0.0465848663068928,0.1183047547251958,0.0091829508880784,0.2275299349203646,82.37922221410152,1.1239145999986242,0.951927242646478,-0.0062404890219818
29.61668802549548,29.763725201645627,29.222362289234308,29.445144653320312,276912400,-0.0062404890219818,0.0339513281759904,0.1039925409504352,0.0106866715292164,0.1314315950418397,78.92676092518771,1.149965526104534,0.9915348993380892,-0.0255732446778464
29.30924481303132,29.318158010503875,28.549556199464845,28.692136764526367,298846800,-0.0255732446778464,0.0005437396839114,0.0554826155187053,0.0149342265789179,0.406391899259053,66.67240611018022,1.0972017702312478,1.012668273516721,0.0126564994629043
28.69214239604377,29.15553017329183,28.20647841951973,29.05527877807617,365150000,0.0126564994629043,0.0153366257343832,0.0443627449636123,0.0138459338429781,1.8014017477188295,69.1592724284257,1.0723275150555054,1.0246001218244778,-0.0150284894954708
28.961705145238223,29.088692714889373,28.569609437821136,28.618621826171875,248059200,-0.0150284894954708,-0.0080306780350037,0.0158153301836496,0.0147578975911425,0.0653666969816005,63.06546601030791,1.0057858487111415,1.020837267201811,0.0049042280930926
28.79462006881881,29.024085627977037,28.582977506411293,28.758974075317383,192386800,0.0049042280930926,-0.0293984169612763,0.0158169280218412,0.0147579360884422,-0.7635988501468676,64.1586329409605,0.9533863083593772,1.007347075433324,0.0020917251210954
28.730018348106007,28.854775941900105,28.53619535831423,28.819129943847656,151265200,0.0020917251210954,-0.0212603713394243,0.0119691389920777,0.0146855047400038,-1.3171095371317214,64.6416792862379,0.9062664949367978,0.9871309593340188,-0.0063389157725948
28.76120890470155,28.86368690399205,28.587438906435388,28.63644790649414,126665200,-0.0063389157725948,-0.0019409100998388,-0.0013982257657717,0.0147167568425254,-1.5460432852630368,61.912782647584656,0.844448512837495,0.958594470034714,-0.0165707478999578
28.64535788829404,28.683230483724483,28.017111665298497,28.16192054748535,226068400,-0.0165707478999578,-0.0307468476697222,-0.0158817748305615,0.0156249774690144,0.0140456357658176,55.37354827043245,0.7485382416668251,0.9165832243611364,0.0015030182614144
28.60525568485425,28.821354861270127,28.128503236447628,28.204248428344727,291368400,0.0015030182614144,-0.0144791527818506,-0.0223935534026437,0.0153056895530475,0.9317593650117127,55.82178219648258,0.668241099574125,0.8669147994037342,0.0042653252496476
28.50723018599029,28.865911616282308,27.861161011018066,28.32454872131348,354114000,0.0042653252496476,-0.0151057319661744,-0.0440600643206039,0.0117667272489377,1.660906223868331,57.1394176650726,0.6073115546434593,0.8149941504516792,-0.0206858200965494
28.16191902734832,28.34237219558365,27.58045693004057,27.73863220214844,275426400,-0.0206858200965494,-0.0374923789789803,-0.0579556484189132,0.0128500759438006,0.4425005401431742,49.40986296100208,0.5059140229878238,0.7531781249589082,-0.0182316864873844
27.79209425198385,27.796549150491465,27.203949066715,27.23291015625,275756000,-0.0182316864873844,-0.0490122851418959,-0.0508580668024867,0.0117635778340279,0.4243573657674978,43.89093951976226,0.3803636110721342,0.6786152221815535,0.0180794246319904
