feature,coef,abs_coef
ret1,-0.17295670211849992,0.17295670211849992
ret5,0.04565960359650434,0.04565960359650434
ret10,0.04144552475613801,0.04144552475613801
macd_signal,0.0374205676749619,0.0374205676749619
macd,-0.036132537572474824,0.036132537572474824
rsi14,0.01927538460651469,0.01927538460651469
volz,0.015563196937356822,0.015563196937356822
vol10,-0.010030621969222647,0.010030621969222647
