C,val_AUC,test_AUC,val_PR,test_PR
0.1,0.47423510466988733,0.47588756364650897,0.4918968525148573,0.5305197807348638
0.5,0.4726247987117552,0.4762502615609959,0.48914195423346996,0.529796647900431
1.0,0.47204175689932815,0.47516216781753506,0.4884355333534025,0.528502212003528
5.0,0.47200011105558337,0.4707818930041152,0.48770580800699403,0.5254197208038667
2.0,0.47183352768060416,0.47390667503661854,0.48846145261662577,0.5275261876215454
