feature,coef,abs_coef
macd,0.46479335878278777,0.46479335878278777
macd_signal,-0.31709476887637866,0.31709476887637866
ret1,-0.16384927983252345,0.16384927983252345
ret10,-0.06541600169431305,0.06541600169431305
ret5,0.06032112400721199,0.06032112400721199
vol10,0.025438827882440986,0.025438827882440986
rsi14,-0.021699644394962192,0.021699644394962192
volz,-0.011366000343862976,0.011366000343862976
